cod_art;ref_prove;des_art;cod_cat;descrip;Cats;Fabricante;precio_v;p.Activo;ruta_img;SHOW_PRICE;codigo
20592;7515023;JD JM PROWINDOW CLOTH (5U.);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;27,62;1;;0;288
20594;7514597;CABEZAL 40CMS. 2 UNIDADES;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;29,71;1;;0;291
20595;7514595;CABEZAL 60 CMS. 2 UNIDADES;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;35,6;1;;0;291
20598;7514631;JD JM ULTRA VELCRO SET 40CM (5 SETS);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;36,38;1;;0;291
20599;7514630;JD JM ULTRA VELCRO SET 60CM (5 SETS);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;43,04;1;;0;291
20601;7514597;CABEZAL ULTRA  40 CM (UNIDAD);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;14,855;1;;0;291
20602;7514595;JD CABEZAL ULTRA 60 CMS (UNIDAD);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;17,8;1;;0;291
20607;421880;MOPA PRO DAMP BARRIDO HUMEDO AZUL HD 40CMS (U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;15,033;1;;0;291
20610;416420;MOPA BARRIDO HUMEDO AZUL 60CMS. (10U.);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;158,56;1;;0;291
20612;416400;MOPA BARRIDO SECO VERDE 40CMS (10U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;133,71;1;;0;291
20614;421880;MOPA PRO DAMP BARRIDO HUMEDO AZUL HD 40CMS (10U;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;150,33;1;;0;291
20615;421860;TASKI JM PRO HD DRY MOP 10U;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;184,65;1;;0;291
20617;7514590;MANGO ULTRA FLEX 110-170 CMS. 2U.;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;64,91;1;;0;291
20618;7514586;MANGO ULTRA 90 -170 CM. 2U.;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;35,6;1;;0;291
20619;7514588;MANGO ULTRA 60-105CMS. 2U.;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;22,67;1;;0;291
20621;7514592;MANGO ULTRA FUNDA INTERIORES  2 UNID.;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;36,98;1;;0;291
20622;424480;MANGO FUNDA INTERIORES (U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;19,85;1;;0;291
20624;424490;FUNDA MICROFIBRA INTERIORES (5U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;106,84;1;;0;291
20625;424490;FUNDA MICROFIBRA INTERIORES (U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;10,68;1;;0;291
20626;7515043;JD JM CUBETA PLAS.MOPA GDE 40ó60CM;318;CUBETAS;0,124,318;DIVERSEY ESPAÑA, S.L.;50,01;1;;0;318
20627;7514449;JD JM JARRA DOSIFICACION (UNI);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;20,44;1;;0;291
20631;7514592;MANGO ULTRA FUNDA INTERIORES (UNIDAD);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;18,49;1;;0;291
20632;7517252;CUBETA PLASTICO MOPA 40CMS (1U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;41,38;1;;0;291
20633;7514588;MANGO ULTRA 60-105 CM  (UNIDAD);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;11,335;1;;0;291
20634;416420;MOPA BARRIDO HUMEDO AZUL 60 CMS (U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;15,856;1;;0;291
20636;425770;JONMASTER CARRO MINI;306;CARROS Y EQUIPOS DE LIMPIEZA;0,121,306;DIVERSEY ESPAÑA, S.L.;719,95;1;;0;306
20638;7517356;MINI TROLLEY JONMASTER;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;584,86;1;;0;291
20645;425870;JM CUBETA PARA BAYETAS;301;CUBETAS;0,119,301;DIVERSEY ESPAÑA, S.L.;18,47;1;;0;301
20646;7511861;JD JM TAPA PARA CUBETA DE BAYETAS;307;ACCESORIOS Y REPUESTOS CARROS;0,121,307;DIVERSEY ESPAÑA, S.L.;47,84;1;;0;307
20659;421860;TASKI JM PRO HD DRY MOP UNIDAD;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;18,465;1;;0;291
20661;7522480;RECOGEDOR VERTIDOS 1PC;276;RECOGEDORES;0,115,276;DIVERSEY ESPAÑA, S.L.;70,72;1;;0;276
20662;416400;MOPA BARRIDO SECO 40 CM VERDE (UNIDAD);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;13,37;1;;0;291
20665;7514586;MANGO ULTRA 90-170 CM UNIDAD;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;17,8;1;;0;291
20670;7517115;7517115 JD JM HYGIENE ALLROUND MOP 60CM 5U;;;;DIVERSEY ESPAÑA, S.L.;97,33;1;;0;
20673;7514631;JD JM ULTRA VELCRO SET 40CM (U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;7,276;1;;0;291
20675;7518447;TASKI JM Ultra Damp Mop Blue 40cm (10U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;128,09;1;;0;291
20677;7518448;TASKI JM Ultra Damp Blue 60cm (10U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;163,33;1;;0;291
20678;7518443;TASKI JM Ultra Dry Mop 40cm (10U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;215,64;1;;0;291
20679;7518444;TASKI JM Ultra Dry Mop 60cm (10U);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;199,4;1;;0;291
20681;7517354;TASKI MINI OPEN PARA JONMASTER 1PC;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;500,97;1;;0;291
20683;7517251;TASKI CUBETA MOPAS 60 1PC R.7517251;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;16,52;1;;0;291
20685;7517252;TASKI CUBETA MOPAS 40 1PC R.7517252;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;13,36;1;;0;291
20687;7517254;TASKI PARA CUBETA MOPAS 60CM 1PC;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;11,33;1;;0;291
20689;7517255;TASKI TAPA PARA CUBETA MOPAS 40 1PC;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;10,47;1;;0;291
20690;7517242;TASKI CUBETA BAYETAS 7L CON ASA 1PC;301;CUBETAS;0,119,301;DIVERSEY ESPAÑA, S.L.;8,71;1;;0;301
20691;7517243;TASKI PARA CUBETA BAYETAS AZUL 1PC R.75172;301;CUBETAS;0,119,301;DIVERSEY ESPAÑA, S.L.;8,67;1;;0;301
20693;7517362;TASKI PARA CUBETA BAYETAS ROJA 1PC R.75173;318;CUBETAS;0,124,318;DIVERSEY ESPAÑA, S.L.;8,67;1;;0;318
20695;7518939;7518939 TASKI JM ULTRA INTERIOR MOP (10U);;;;DIVERSEY ESPAÑA, S.L.;60,16;1;;0;
20701;7520070;TASKI NANO TROLLEY JM CLEANING 1PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;557,85;1;;0;291
20714;7518103;TASKI ACCESORY HOOKS LARGE 2PC;;;;DIVERSEY ESPAÑA, S.L.;19,58;1;;0;
20715;7517311;TASKI STANDARD RUBBER 2PC;;;;DIVERSEY ESPAÑA, S.L.;2,89;1;;0;
20718;7517427;7517427 TASKI TOOLFLEX CLAMP TUBE CONNECT 1PC W1;;;;DIVERSEY ESPAÑA, S.L.;9,36;1;;0;
20736;7508500;MIMOSIN PROF (ORIGINAL) 10L;;;;DIVERSEY ESPAÑA, S.L.;20,89;1;C:\SALIDA\img\020736.tif;0;
20740;7509906;MIMOSIN PROF CONC. (CONC.ORIGINAL) 2x5;;;;DIVERSEY ESPAÑA, S.L.;39,04;1;;0;
20748;7510506;MIMOSIN PROF CARICIAS (PURE) 2X5L;;;;DIVERSEY ESPAÑA, S.L.;22,13;1;C:\SALIDA\img\020748.JPG;0;
20755;7518801;SKIP LIQUIDO 10L.;;;;DIVERSEY ESPAÑA, S.L.;56,67;1;C:\SALIDA\img\020755.JPG;0;
20758;7501090;PORTA ESTROPAJOS TASKI;;;;DIVERSEY ESPAÑA, S.L.;56,95;1;;0;
20772;100847002;DOMESTOS ORIGINAL 2UX5L;221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;18,28;1;;0;221
20773;7518238;SKIP PROF. BIOLOGICAL 11,26KG 126CAC;;;;DIVERSEY ESPAÑA, S.L.;62,37;1;;0;
20775;7517200;JD SKIP PROF. BIO 14.25KG;;;;DIVERSEY ESPAÑA, S.L.;90,81;1;C:\SALIDA\img\020775.JPG;0;
20777;7517531;CIF PROF.AMONIACAL ENVASE 10L;221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;15,81;1;;0;221
20778;7517287;TASKI Laundry Bag Small 1pc We;;;;DIVERSEY ESPAÑA, S.L.;21,1;1;;0;
20780;100859492;DOMESTOS PROF SUELOS 10L;202;MARCAS PROFESIONALES SUELOS;0,107,202;DIVERSEY ESPAÑA, S.L.;12,52;1;;0;202
20781;100858574;CIF PROF. STAINLESS STEEL & GLASS (6X0.75L;221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;19,66;1;;0;221
20783;7514250;CIF PROF. CREAM WITH BLEACH (6UX2L) E.P R.;221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;0;1;;0;221
20786;7517831;CIF PROF. WASHROOM 2 IN 1 (2UX5L);207;MARCAS PROFESIONALES BAÑOS;0,108,207;DIVERSEY ESPAÑA, S.L.;21,14;1;;0;207
20787;7517906;CIF PROF. WINDOW & MULTI SURFACE(6UX0.75)R;221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;19,86;1;;0;221
20789;7517867;CIF PROF. WASHROOM DESC. (6UX0.75L) E.P;207;MARCAS PROFESIONALES BAÑOS;0,108,207;DIVERSEY ESPAÑA, S.L.;14,72;1;;0;207
20790;100861234;SKIP LIQUIDO 7,5L.;;;;DIVERSEY ESPAÑA, S.L.;50,28;1;;0;
20791;7517867;CIF PROF. WASHROOM DESC. (0.75L) E.P;;;;DIVERSEY ESPAÑA, S.L.;2,45;1;;0;
20792;1204166;CONECTOR SAFEPACK COMPLETO AZUL (DET);;;;DIVERSEY ESPAÑA, S.L.;0;1;;0;
20793;1204167;CONECTOR SAFEPACK COMPLETO GRIS- ABRILLANT;;;;DIVERSEY ESPAÑA, S.L.;0;1;;0;
20795;7516749;SKIP ADVANCE 14,25 KG 150 CAC;222;DETERGENTES EN POLVO;0,110,222;DIVERSEY ESPAÑA, S.L.;90,81;1;;0;222
20804;7508034;CIF PROF CREMA 6X2L;221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;59,56;1;;0;221
20806;7514250;CIF PROF. CREMA CON LEJIA (6U.X2L.);206;OTROS QUIMICOS BAÑOS;0,108,206;DIVERSEY ESPAÑA, S.L.;47,22;1;;0;206
20807;7517914;CIF PROF. OVEN & GRILL  (6UX0,75L);185;LIMPIEZA HORNOS;0,106,185;DIVERSEY ESPAÑA, S.L.;21;1;;0;185
20809;7514250;CIF PROFESIONAL CREMA CON LEJIA (2L);221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;7,87;1;;0;221
20810;7517856;CIF PROF 2 EN 1 CLEANER DISINFECTANTE 2Ux5L;193;MARCAS PROFESIONALES COCINA;0,106,193;DIVERSEY ESPAÑA, S.L.;32,4;1;;0;193
20811;7517879;CIF PROF APC LIMON (5L);221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;6,96;1;;0;221
20813;100856436;CIF PROF POWER CLEANER DEGREASER CONC (2UX5L);193;MARCAS PROFESIONALES COCINA;0,106,193;DIVERSEY ESPAÑA, S.L.;21,08;1;;0;193
20814;7522671;CIF PROF.WOOD PLISH 6X0.75L;;;;DIVERSEY ESPAÑA, S.L.;27,41;1;;0;
20815;7517879;CIF PROF APC LEMON 2X5L;221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;13,92;1;;0;221
20826;7508531;SUN PROF. POWDER 10KG;193;MARCAS PROFESIONALES COCINA;0,106,193;DIVERSEY ESPAÑA, S.L.;39,6;1;C:\SALIDA\img\020826.jpg;0;193
20830;100847113;SUN PROF LIQUIDO 10L;193;MARCAS PROFESIONALES COCINA;0,106,193;DIVERSEY ESPAÑA, S.L.;20,76;1;;0;193
20834;7508546;SUN PROF ABRILLANTADOR 2X5L;193;MARCAS PROFESIONALES COCINA;0,106,193;DIVERSEY ESPAÑA, S.L.;23,96;1;;0;193
20838;7515206;SUN PROF TABLETS 200PAST;193;MARCAS PROFESIONALES COCINA;0,106,193;DIVERSEY ESPAÑA, S.L.;42,36;1;;0;193
20839;7521434;SUN PROF ALL IN 1 EXTRA POWER 175pc;;;;DIVERSEY ESPAÑA, S.L.;40,51;1;;0;
20843;7515321;SUN PROF VAJILLAS MANUAL (10Ux1.5L);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;22,5;1;;0;182
20844;7522864;CIF PROFESIONAL BAÑOS 2 EN 1 6UX750ML;;;;DIVERSEY ESPAÑA, S.L.;17,34;1;;0;
20845;7522864;CIF PROFESIONAL BAÑOS 2 EN 1 (750ML);;;;DIVERSEY ESPAÑA, S.L.;2,89;1;;0;
20848;100847115;SUN PROF. LAVAVASOS (6Ux2L);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;43,18;1;;0;175
20870;7509911;LUX PROF.JABON PASTILLAS 600X15G;238;LINEA SOFT CARE SELECT;0,111,238;DIVERSEY ESPAÑA, S.L.;99,05;1;;0;238
21900;7514694;TASKI ERGODISC MINI;334;ROTATIVAS;0,127,334;DIVERSEY ESPAÑA, S.L.;0;1;;0;334
22000;8003850;TASKI ERGODISC 165;;;;DIVERSEY ESPAÑA, S.L.;1710,18;1;;0;
22002;8504410;PLATO STANDAR;;;;DIVERSEY ESPAÑA, S.L.;152,81;1;;0;
22005;8003560;TASKI COMBIMAT 300 E;129;FREGADORAS;0,129;DIVERSEY ESPAÑA, S.L.;2302,2;1;;0;129
22010;7510369;TASKI SWINGO 750 B ECO BMS;;;;DIVERSEY ESPAÑA, S.L.;5019,1;1;;0;
22015;8504770;CEPILLO NYLON 50CM.;268;CEPILLOS;0,115,268;DIVERSEY ESPAÑA, S.L.;94,38;1;;0;268
22021;8004960;TASKI TAPISET 38;341;ASPIRADOR PROFESIONAL;0,128,341;DIVERSEY ESPAÑA, S.L.;571,25;1;;0;341
22023;8503280;MANG. ASP. CPTA. BABYBORA;343;RECAMBIOS Y ACCESORIOS;0,128,343;DIVERSEY ESPAÑA, S.L.;17,88;1;;0;343
22024;8500380;TUBO ASPIRACION;343;RECAMBIOS Y ACCESORIOS;0,128,343;DIVERSEY ESPAÑA, S.L.;47,35;1;;0;343
22027;8500480;BOQUILLA DE POLVO 37 CMS.;346;RECAMBIOS Y ACCESORIOS;0,129,346;DIVERSEY ESPAÑA, S.L.;23,89;1;;0;346
22031;8503460;8503460 BOQ. DOBLE USO 27CM.;346;RECAMBIOS Y ACCESORIOS;0,129,346;DIVERSEY ESPAÑA, S.L.;25,18;1;;0;346
22035;;TASKI MATRIX 900-TRS;129;FREGADORAS;0,129;DIVERSEY ESPAÑA, S.L.;810;1;;0;129
22052;7522820;TASKI VENTO 8;128;ASPIRADORES;0,128;DIVERSEY ESPAÑA, S.L.;139;1;;0;128
22053;8004270;TASKI VACUMAT 22;333;ASPIRADORES;0,127,333;DIVERSEY ESPAÑA, S.L.;401,85;1;;0;333
22057;8504940;BOLSA PAPEL DOBLE FILTRO (10U);346;RECAMBIOS Y ACCESORIOS;0,129,346;DIVERSEY ESPAÑA, S.L.;20,93;1;;0;346
22059;7414410;VENTO 15;341;ASPIRADOR PROFESIONAL;0,128,341;DIVERSEY ESPAÑA, S.L.;203,9;1;;0;341
22063;7514888;BOLSAS PAPEL  VENTO 15 (10U);343;RECAMBIOS Y ACCESORIOS;0,128,343;DIVERSEY ESPAÑA, S.L.;24,64;1;;0;343
22064;8504660;COMPRESOR ESPUMA Nº20472;340;ACCESORIOS MAQUINARIA;0,127,340;DIVERSEY ESPAÑA, S.L.;1304,2;1;;0;340
22065;;TASKI ERGODISC 165+PLATO DE ARRASTRE;;;;DIVERSEY ESPAÑA, S.L.;0;1;;0;
22076;7514410;ASPIRADOR VENTO 15;341;ASPIRADOR PROFESIONAL;0,128,341;DIVERSEY ESPAÑA, S.L.;222;1;;0;341
22099;4127427;ECCENTRIC SHAFT SET;339;REPUESTOS MAQUINARIA;0,127,339;DIVERSEY ESPAÑA, S.L.;0;1;;0;339
22106;4127105;KIT PALANCA AJUSTE MEC 18602-61;339;REPUESTOS MAQUINARIA;0,127,339;DIVERSEY ESPAÑA, S.L.;0;1;;0;339
22115;8500540;BOQUILLA TAPICERIAS;351;RECAMBIOS Y ACCESORIOS;0,130,351;DIVERSEY ESPAÑA, S.L.;0;1;;0;351
22116;7515017;CEPILLO DOBLE USO VENTO 15;343;RECAMBIOS Y ACCESORIOS;0,128,343;DIVERSEY ESPAÑA, S.L.;0;1;;0;343
22117;4126089;FILTRO;;;;DIVERSEY ESPAÑA, S.L.;11,8;1;;0;
22118;4123027;FILTRO;346;RECAMBIOS Y ACCESORIOS;0,129,346;DIVERSEY ESPAÑA, S.L.;0;1;;0;346
22120;8004710;TASKI VACUMAT 44T 230V/50Hz;341;ASPIRADOR PROFESIONAL;0,128,341;DIVERSEY ESPAÑA, S.L.;0;1;;0;341
